YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NPROPNAME,THER_CLASS,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED ,YEARLY_PCT_CHANGE_COST_PER_SCRIPT, TOTAL_COST_RANK , COST_PER_USER_RANK , COST_PER_SCRIPT_RANK , COST_PER_DAYS_SUPPLY_RANK , COST_PER_UNIT_DISPENSED_RANK , TOTAL_SCRIPTS_FILLED_RANK , YEARLY_PCT_CHANGE_COST_PER_SCRIPT_RANK , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM,PCT_TOTAL_PHARM_SPENDING,PCT_SCRIPTS_0_18,PCT_SCRIPTS_19_44,PCT_SCRIPTS_45_64,PCT_SCRIPTS_65_PLUS,PCT_SCRIPTS_FEMALE,PCT_SCRIPTS_MALE,PCT_URBAN_CORE,PCT_SUBURBAN,PCT_MICROPOLITAN,PCT_RURAL_SMALLTOWN
2018,Drug," 4,742 ",LEVOCARNITINE (METABOLIC MODIFIERS),Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 670 ,"$529,089.43",$789.69,$111.58,$3.87,$0.47," 4,742 ",-10.4%, 287 , 311 , 447 , 524 , 827 , 343 , 938 , 30.0 , 28.8 , 5.3 , 168.0 , 239.0 , 265.6 ,$68.08,$88.99,$87.57,"$421,996.66",$0.00,$7.40,$33.15,"$35,092.14",$85.51,$111.58,$97.39,"$529,089.43",0.0096%,51.6%,41.2%,6.9%,0.3%,41.7%,58.3%,60.6%,13.4%,11.3%,14.6%
2018,Drug," 3,952 ",LEVOCETIRIZINE DIHCL,Respiratory Agents,Commercial," 1,343 ","$76,399.72",$56.89,$19.33,$0.34,$0.29," 3,952 ",-0.5%, 836 ," 1,045 "," 1,100 "," 1,228 "," 1,100 ", 408 , 694 , 30.0 , 56.3 , 30.0 , 60.0 , 65.7 , 49.0 ,$0.49,$6.49,$17.48,"$25,653.95",$8.74,$12.26,$17.87,"$48,442.04",$14.87,$19.33,$23.72,"$76,399.72",0.0014%,10.8%,37.3%,39.3%,12.6%,69.2%,30.8%,62.4%,14.7%,9.2%,13.6%
2018,Drug," 6,408 ",LEVOCETIRIZINE DIHCL,Respiratory Agents,Medicare," 1,687 ","$119,977.92",$71.12,$18.72,$0.34,$0.31," 6,408 ",-0.4%, 709 , 948 ," 1,009 "," 1,120 ", 988 , 334 , 643 , 30.0 , 54.3 , 30.6 , 31.0 , 59.6 , 38.2 ,$7.83,$12.20,$15.27,"$78,152.38",$2.89,$6.25,$10.29,"$40,054.39",$14.50,$18.72,$16.83,"$119,977.92",0.0022%,0.0%,9.1%,23.5%,67.4%,69.6%,30.4%,49.7%,12.2%,17.1%,21.0%
2018,Drug," 2,093 ",LEVOCETIRIZINE DIHCL,Respiratory Agents,Minnesota Health Care Programs, 519 ,"$19,806.59",$38.16,$9.46,$0.31,$0.27," 2,093 ",1.6%, 872 , 918 ," 1,047 "," 1,092 ", 939 , 479 , 553 , 30.0 , 30.4 , 7.2 , 30.0 , 35.0 , 26.9 ,$5.88,$8.21,$11.28,"$17,191.55",$0.00,$0.93,$1.91,"$1,951.29",$5.92,$9.46,$13.19,"$19,806.59",0.0004%,,,,,72.6%,27.4%,44.7%,11.2%,17.9%,26.2%
2018,Drug," 23,662 ",LEVOFLOXACIN,Anti-Infective Agents,Commercial," 19,421 ","$183,748.36",$9.46,$7.77,$0.85,$0.72," 23,662 ",5.6%, 649 ," 1,329 "," 1,270 "," 1,034 ", 902 , 158 , 457 , 7.0 , 9.1 , 6.3 , 10.0 , 10.7 , 21.9 ,$0.00,$3.63,$23.12,"$85,969.54",$2.98,$4.06,$8.24,"$96,022.88",$4.06,$7.77,$24.55,"$183,748.36",0.0033%,2.0%,25.5%,54.5%,18.0%,52.1%,47.9%,57.7%,14.1%,11.4%,16.7%
2018,Drug," 40,294 ",LEVOFLOXACIN,Anti-Infective Agents,Medicare," 30,713 ","$345,517.44",$11.25,$8.57,$1.04,$0.96," 40,294 ",-0.6%, 529 ," 1,236 "," 1,144 ", 890 , 750 , 122 , 651 , 7.0 , 8.2 , 6.6 , 7.0 , 8.9 , 13.8 ,$0.54,$4.21,$15.82,"$169,743.62",$3.03,$4.31,$6.30,"$173,551.24",$5.20,$8.57,$17.06,"$345,517.44",0.0062%,,,,,54.2%,45.8%,48.3%,11.1%,15.9%,24.7%
2018,Drug," 11,568 ",LEVOFLOXACIN,Anti-Infective Agents,Minnesota Health Care Programs," 9,265 ","$111,747.57",$12.06,$9.66,$1.07,$0.80," 11,568 ",-13.6%, 570 ," 1,146 "," 1,040 ", 794 , 700 , 208 , 988 , 7.0 , 9.0 , 5.4 , 7.0 , 12.1 , 26.6 ,$3.78,$8.23,$35.46,"$95,178.59",$0.00,$0.90,$3.24,"$10,446.49",$4.39,$9.66,$37.39,"$111,747.57",0.0020%,5.7%,40.4%,51.2%,2.7%,59.6%,40.4%,54.8%,9.0%,15.1%,21.1%
2018,Drug, 22 ,LEVOFLOXACIN (OPHTH),Topical Products,Commercial, 21 ,"$1,089.53",$51.88,$49.52,$3.81,$9.90, 22 ,-16.4%," 1,311 "," 1,067 ", 864 , 666 , 405 ," 1,353 "," 1,173 ", 7.5 , 13.0 , 10.1 , 5.0 , 5.0 , -   ,$21.73,$24.46,$23.70,$538.04,$14.00,$25.06,$22.58,$551.24,$50.56,$49.52,$14.04,"$1,089.53",0.0000%,,,,,,,,,,
2018,Drug, 24 ,LEVOFLOXACIN (OPHTH),Topical Products,Medicare, 12 ,"$1,352.84",$112.74,$56.37,$3.15,$11.27, 24 ,-24.2%," 1,198 ", 848 , 748 , 638 , 358 ," 1,244 "," 1,132 ", 15.0 , 17.9 , 12.4 , 5.0 , 5.0 , -   ,$0.58,$18.53,$28.30,$444.83,$30.29,$37.62,$36.28,$902.82,$50.35,$56.37,$27.74,"$1,352.84",0.0000%,,,,,45.8%,54.2%,,,,
2018,Drug, 27 ,LEVOFLOXACIN (OPHTH),Topical Products,Minnesota Health Care Programs, 24 ,"$1,406.92",$58.62,$52.11,$2.83,$10.42, 27 ,1.4%," 1,132 ", 820 , 605 , 587 , 311 ," 1,181 ", 559 , 22.0 , 18.4 , 7.7 , 5.0 , 5.0 , -   ,$50.35,$50.16,$5.83,"$1,354.34",$0.00,$1.92,$2.63,$51.71,$56.28,$52.11,$5.84,"$1,406.92",0.0000%,,,,,,,,,,
2018,Drug, 23 ,LEVOFLOXACIN IN D5W,Anti-Infective Agents,Medicare, 14 ,$710.45,$50.75,$30.89,$7.98,$0.07, 23 ,-6.8%," 1,227 "," 1,007 ", 894 , 447 ," 1,196 "," 1,246 ", 900 , 4.0 , 3.9 , 2.7 , 300.0 , 423.9 , 314.7 ,$17.03,$23.96,$21.10,$551.06,$1.25,$6.93,$11.96,$159.39,$30.74,$30.89,$21.10,$710.45,0.0000%,,,,,,,,,,
2018,Drug," 2,032 ",LEVOMILNACIPRAN HCL,Central Nervous System Drugs,Commercial, 350 ,"$913,913.72","$2,611.18",$449.76,$12.69,$11.81," 2,032 ",8.1%, 327 , 244 , 342 , 401 , 377 , 522 , 354 , 30.0 , 35.4 , 19.1 , 30.0 , 38.1 , 24.8 ,$329.59,$376.78,$273.75,"$765,621.77",$49.06,$69.46,$103.56,"$141,142.31",$364.00,$449.76,$266.69,"$913,913.72",0.0165%,2.4%,42.1%,50.4%,5.0%,79.3%,20.7%,72.3%,7.9%,7.9%,11.9%
2018,Drug," 2,696 ",LEVOMILNACIPRAN HCL,Central Nervous System Drugs,Medicare, 368 ,"$1,156,554.06","$3,142.81",$428.99,$13.24,$12.10," 2,696 ",6.8%, 305 , 215 , 312 , 350 , 348 , 488 , 300 , 30.0 , 32.4 , 17.7 , 30.0 , 35.5 , 25.6 ,$364.91,$395.45,$263.17,"$1,066,133.08",$3.70,$29.78,$85.06,"$80,287.97",$370.32,$428.99,$274.65,"$1,156,554.06",0.0209%,0.0%,17.3%,56.0%,26.7%,78.0%,22.0%,54.6%,7.9%,20.4%,17.1%
2018,Drug," 2,241 ",LEVOMILNACIPRAN HCL,Central Nervous System Drugs,Minnesota Health Care Programs, 325 ,"$814,739.60","$2,506.89",$363.56,$12.48,$12.06," 2,241 ",8.1%, 217 , 162 , 244 , 311 , 290 , 467 , 317 , 30.0 , 29.1 , 3.9 , 30.0 , 30.1 , 7.1 ,$359.36,$350.76,$99.38,"$786,044.40",$0.00,$3.22,$6.01,"$7,217.64",$362.51,$363.56,$87.80,"$814,739.60",0.0147%,,,,,76.1%,23.9%,55.9%,7.1%,12.6%,24.4%
2018,Drug," 3,530 ",LEVONORGESTREL (EMERGENCY OC),Endocrine and Metabolic Drugs,Commercial," 1,896 ","$138,096.79",$72.84,$39.12,$25.24,$26.25," 3,530 ",-4.0%, 717 , 988 , 925 , 253 , 269 , 423 , 865 , 1.0 , 1.5 , 1.5 , 1.0 , 1.5 , 0.9 ,$28.07,$38.67,$26.97,"$136,502.89",$0.00,$0.45,$3.88,"$1,593.90",$28.52,$39.12,$26.69,"$138,096.79",0.0025%,10.9%,88.5%,0.6%,0.0%,,,72.2%,9.4%,8.0%,10.4%
2018,Drug," 1,738 ",LEVONORGESTREL (EMERGENCY OC),Endocrine and Metabolic Drugs,Minnesota Health Care Programs," 1,198 ","$106,058.99",$88.53,$61.02,$42.39,$60.50," 1,738 ",21.2%, 581 , 726 , 568 , 139 , 130 , 512 , 105 , 1.0 , 1.4 , 3.2 , 1.0 , 1.0 , 0.1 ,$26.61,$60.98,$113.63,"$105,987.73",$0.00,$0.03,$0.64,$56.00,$26.67,$61.02,$113.61,"$106,058.99",0.0019%,8.2%,90.7%,1.2%,0.0%,,,81.2%,2.6%,8.6%,7.5%
2018,Drug, 92 ,LEVONORGESTREL (IUD),Endocrine and Metabolic Drugs,Commercial, 92 ,"$83,375.26",$906.25,$906.25,$7.55,$896.51, 92 ,-0.2%, 812 , 415 , 213 , 513 , 36 ," 1,158 ", 680 , 90.0 , 120.1 , 116.6 , 1.0 , 1.0 , 0.1 ,$879.15,$904.57,$95.65,"$83,220.26",$0.00,$1.68,$16.16,$155.00,$879.15,$906.25,$95.20,"$83,375.26",0.0015%,,,,,,,,,,
2018,Drug," 92,256 ","LEVONORGESTREL, ETH ESTRADIOL",Endocrine and Metabolic Drugs,Commercial," 25,213 ","$2,663,432.87",$105.64,$28.87,$0.45,$0.43," 92,256 ",-15.2%, 147 , 890 ," 1,004 "," 1,174 "," 1,034 ", 44 ," 1,155 ", 84.0 , 64.2 , 27.1 , 84.0 , 66.7 , 29.6 ,$22.24,$27.45,$19.38,"$2,532,481.52",$0.00,$1.42,$6.63,"$130,949.59",$24.01,$28.87,$18.72,"$2,663,432.87",0.0481%,13.6%,78.5%,7.9%,0.0%,99.9%,0.1%,68.0%,13.5%,7.8%,10.6%
2018,Drug," 1,499 ","LEVONORGESTREL, ETH ESTRADIOL",Endocrine and Metabolic Drugs,Medicare, 330 ,"$45,038.30",$136.48,$30.05,$0.54,$0.50," 1,499 ",16.8%, 873 , 796 , 902 ," 1,025 ", 907 , 585 , 91 , 63.0 , 55.3 , 28.3 , 84.0 , 59.5 , 31.1 ,$24.77,$27.47,$20.83,"$41,183.62",$0.00,$2.57,$8.67,"$3,854.68",$27.22,$30.05,$20.58,"$45,038.30",0.0008%,0.0%,82.4%,16.4%,1.2%,100.0%,0.0%,49.6%,14.4%,15.3%,20.7%
2018,Drug," 22,673 ","LEVONORGESTREL, ETH ESTRADIOL",Endocrine and Metabolic Drugs,Minnesota Health Care Programs," 7,858 ","$721,321.68",$91.79,$31.81,$0.52,$0.50," 22,673 ",-2.0%, 231 , 717 , 710 , 983 , 813 , 137 , 702 , 84.0 , 61.7 , 27.1 , 84.0 , 63.8 , 28.3 ,$33.21,$31.61,$25.25,"$716,793.54",$0.00,$0.01,$0.23,$217.43,$33.66,$31.81,$25.17,"$721,321.68",0.0130%,23.7%,72.2%,4.2%,0.0%,,,51.4%,11.9%,13.6%,23.1%
2018,Drug," 3,941 ","LEVONORGESTREL,ETH ESTRADIOL (TRIPHASIC)",Endocrine and Metabolic Drugs,Commercial, 963 ,"$147,297.84",$152.96,$37.38,$0.53,$0.53," 3,941 ",-5.5%, 703 , 786 , 938 ," 1,134 ", 981 , 409 , 905 , 84.0 , 69.9 , 24.1 , 84.0 , 70.4 , 24.6 ,$34.21,$35.68,$20.27,"$140,605.18",$0.00,$1.70,$7.89,"$6,692.66",$34.27,$37.38,$19.10,"$147,297.84",0.0027%,4.7%,57.3%,38.0%,0.0%,,,63.3%,13.7%,8.8%,14.3%
2018,Drug, 71 ,"LEVONORGESTREL,ETH ESTRADIOL (TRIPHASIC)",Endocrine and Metabolic Drugs,Medicare, 13 ,"$2,189.84",$168.45,$30.84,$0.61,$0.60, 71 ,," 1,179 ", 746 , 895 , 993 , 867 ," 1,131 ",, 28.0 , 50.9 , 27.7 , 28.0 , 51.7 , 29.0 ,$21.23,$26.71,$17.68,"$1,896.32",$1.25,$4.13,$10.47,$293.52,$22.48,$30.84,$15.04,"$2,189.84",0.0000%,,,,,100.0%,0.0%,,,,
2018,Drug, 558 ,"LEVONORGESTREL,ETH ESTRADIOL (TRIPHASIC)",Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 146 ,"$22,086.41",$151.28,$39.58,$0.69,$0.68, 558 ,-7.4%, 856 , 596 , 654 , 918 , 732 , 715 , 868 , 84.0 , 57.7 , 27.7 , 84.0 , 58.3 , 27.9 ,$40.37,$39.12,$37.77,"$21,828.18",$0.00,$0.00,$0.00,$0.00,$42.38,$39.58,$37.62,"$22,086.41",0.0004%,12.4%,70.6%,17.0%,0.0%,,,42.7%,12.9%,13.6%,30.8%
2018,Drug," 15,448 ","LEVONORGESTREL,ETHINYL ESTRADIOL (91,DAY)",Endocrine and Metabolic Drugs,Commercial," 5,342 ","$1,204,707.38",$225.52,$77.98,$0.86,$0.86," 15,448 ",-16.3%, 275 , 692 , 736 ," 1,032 ", 873 , 203 ," 1,167 ", 91.0 , 90.7 , 3.9 , 91.0 , 91.2 , 6.9 ,$65.96,$75.86,$45.74,"$1,171,890.37",$0.00,$2.12,$15.46,"$32,817.01",$66.06,$77.98,$45.36,"$1,204,707.38",0.0218%,9.7%,78.2%,12.1%,0.0%,,,64.5%,14.5%,8.8%,12.2%
2018,Drug, 487 ,"LEVONORGESTREL,ETHINYL ESTRADIOL (91,DAY)",Endocrine and Metabolic Drugs,Medicare, 151 ,"$34,721.34",$229.94,$71.30,$0.78,$0.78, 487 ,23.5%, 915 , 669 , 685 , 949 , 797 , 794 , 53 , 91.0 , 91.1 , 12.4 , 91.0 , 91.7 , 11.7 ,$65.96,$67.77,$34.60,"$33,002.15",$0.00,$3.53,$13.88,"$1,719.19",$67.21,$71.30,$33.67,"$34,721.34",0.0006%,0.0%,87.5%,12.5%,0.0%,,,57.7%,11.3%,15.8%,15.2%
2018,Drug," 2,401 ","LEVONORGESTREL,ETHINYL ESTRADIOL (91,DAY)",Endocrine and Metabolic Drugs,Minnesota Health Care Programs," 1,113 ","$184,554.26",$165.82,$76.87,$0.85,$0.84," 2,401 ",-17.6%, 466 , 576 , 531 , 861 , 684 , 454 ," 1,045 ", 91.0 , 90.5 , 3.7 , 91.0 , 91.0 , 1.9 ,$60.25,$74.26,$41.47,"$178,302.29",$0.00,$0.33,$5.66,$787.31,$60.25,$76.87,$41.17,"$184,554.26",0.0033%,23.0%,73.9%,3.1%,0.0%,,,53.2%,10.8%,14.2%,21.7%
2018,Drug, 375 ,"LEVONORGESTREL,ETHINYL ESTRADIOL (CONTINUOUS)",Endocrine and Metabolic Drugs,Commercial, 103 ,"$37,701.50",$366.03,$100.54,$1.49,$1.46, 375 ,1.8%, 953 , 598 , 672 , 877 , 754 , 868 , 618 , 84.0 , 67.3 , 25.9 , 84.0 , 68.7 , 26.7 ,$124.74,$94.77,$52.96,"$35,539.68",$0.00,$5.76,$23.64,"$2,161.82",$125.99,$100.54,$47.80,"$37,701.50",0.0007%,,,,,100.0%,0.0%,69.9%,7.7%,14.9%,7.5%
2018,Drug, 37 ,"LEVONORGESTREL,ETHINYL ESTRADIOL (CONTINUOUS)",Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 16 ,"$3,056.36",$191.02,$82.60,$1.42,$1.35, 37 ,17.0%," 1,091 ", 537 , 515 , 721 , 603 ," 1,151 ", 146 , 84.0 , 58.3 , 28.3 , 84.0 , 61.3 , 32.2 ,$99.05,$82.60,$42.91,"$3,056.36",$0.00,$0.00,$0.00,$0.00,$99.05,$82.60,$42.91,"$3,056.36",0.0001%,,,,,100.0%,0.0%,,,,
2018,Drug," 524,000 ",LEVOTHYROXINE SODIUM,Endocrine and Metabolic Drugs,Commercial," 113,933 ","$15,291,107.81",$134.21,$29.18,$0.44,$0.43," 524,000 ",-3.4%, 33 , 819 , 999 ," 1,175 "," 1,032 ", 1 , 845 , 90.0 , 65.7 , 29.8 , 90.0 , 67.4 , 34.6 ,$0.78,$9.13,$18.09,"$4,783,457.39",$12.54,$19.80,$21.03,"$10,377,157.65",$24.00,$29.18,$26.51,"$15,291,107.81",0.2764%,2.2%,22.7%,59.9%,15.2%,80.6%,19.4%,61.8%,13.1%,10.2%,14.9%
2018,Drug," 715,073 ",LEVOTHYROXINE SODIUM,Endocrine and Metabolic Drugs,Medicare," 132,774 ","$18,330,229.90",$138.06,$25.63,$0.42,$0.41," 715,073 ",1.5%, 24 , 790 , 938 ," 1,088 ", 947 , 2 , 542 , 90.0 , 61.0 , 32.4 , 90.0 , 62.3 , 36.2 ,$10.22,$14.27,$15.73,"$10,202,116.57",$4.23,$11.16,$16.85,"$7,980,444.19",$20.65,$25.63,$20.79,"$18,330,229.90",0.3313%,0.0%,2.5%,10.6%,86.9%,78.2%,21.8%,50.7%,10.0%,15.7%,23.6%
2018,Drug," 241,521 ",LEVOTHYROXINE SODIUM,Endocrine and Metabolic Drugs,Minnesota Health Care Programs," 30,214 ","$3,699,175.30",$122.43,$15.32,$0.51,$0.51," 241,521 ",3.9%, 60 , 654 , 901 , 985 , 806 , 6 , 468 , 30.0 , 30.1 , 5.0 , 30.0 , 30.2 , 7.7 ,$11.62,$13.67,$26.97,"$3,301,407.59",$1.00,$1.54,$3.43,"$372,381.52",$12.70,$15.32,$27.02,"$3,699,175.30",0.0669%,7.1%,35.1%,55.7%,2.1%,79.0%,21.0%,55.0%,10.2%,14.2%,20.6%
2018,Drug," 10,940 ",LIDOCAINE,Topical Products,Commercial," 5,422 ","$1,591,872.22",$293.60,$145.51,$5.51,$3.37," 10,940 ",-25.6%, 219 , 637 , 591 , 584 , 612 , 250 ," 1,245 ", 30.0 , 26.4 , 17.8 , 30.0 , 43.1 , 43.7 ,$84.38,$129.64,$193.21,"$1,418,216.97",$10.00,$15.71,$42.76,"$171,895.67",$94.92,$145.51,$200.24,"$1,591,872.22",0.0288%,1.1%,18.7%,55.1%,25.1%,69.0%,31.0%,67.0%,13.5%,7.9%,11.6%
2018,Drug," 9,527 ",LIDOCAINE,Topical Products,Medicare," 3,388 ","$1,685,378.30",$497.46,$176.91,$7.03,$3.16," 9,527 ",-29.9%, 246 , 518 , 480 , 473 , 552 , 277 ," 1,154 ", 30.0 , 25.2 , 16.4 , 35.0 , 55.9 , 82.2 ,$97.73,$155.03,$257.12,"$1,477,009.23",$1.25,$21.34,$52.52,"$203,348.97",$113.59,$176.91,$263.82,"$1,685,378.30",0.0305%,0.0%,3.4%,23.3%,73.3%,75.0%,25.0%,67.1%,9.9%,8.8%,14.2%
2018,Drug," 6,960 ",LIDOCAINE,Topical Products,Minnesota Health Care Programs," 2,829 ","$1,156,231.90",$408.71,$166.13,$7.49,$3.34," 6,960 ",-34.6%, 175 , 416 , 385 , 405 , 477 , 282 ," 1,122 ", 30.0 , 22.2 , 9.7 , 35.0 , 49.8 , 55.6 ,$95.36,$163.94,$242.78,"$1,140,997.09",$0.00,$0.66,$2.53,"$4,565.39",$97.53,$166.13,$242.75,"$1,156,231.90",0.0209%,1.6%,28.6%,65.5%,4.4%,69.0%,31.0%,72.4%,5.9%,10.2%,11.5%
2018,Drug," 2,343 ",LIDOCAINE HCL,Topical Products,Commercial," 1,797 ","$51,213.75",$28.50,$21.86,$1.26,$0.58," 2,343 ",19.7%, 901 ," 1,174 "," 1,074 ", 931 , 957 , 493 , 125 , 15.0 , 17.4 , 11.2 , 30.0 , 37.4 , 34.4 ,$6.22,$12.70,$24.07,"$29,753.31",$8.87,$9.01,$8.44,"$21,107.14",$17.19,$21.86,$24.13,"$51,213.75",0.0009%,5.1%,40.2%,44.0%,10.6%,71.1%,28.9%,73.3%,9.2%,8.2%,9.3%
2018,Drug," 3,340 ",LIDOCAINE HCL,Topical Products,Medicare," 1,534 ","$91,701.82",$59.78,$27.46,$1.57,$0.62," 3,340 ",13.4%, 750 , 977 , 920 , 786 , 855 , 443 , 126 , 15.0 , 17.5 , 13.8 , 30.0 , 44.3 , 50.0 ,$13.95,$20.91,$30.77,"$69,833.49",$1.25,$6.42,$10.09,"$21,450.62",$19.48,$27.46,$30.95,"$91,701.82",0.0017%,0.0%,6.4%,20.1%,73.5%,64.4%,35.6%,69.0%,9.7%,7.6%,13.7%
2018,Drug," 3,538 ",LIDOCAINE HCL,Topical Products,Minnesota Health Care Programs," 2,222 ","$111,436.29",$50.15,$31.50,$2.05,$0.81," 3,538 ",20.3%, 571 , 862 , 714 , 647 , 696 , 396 , 114 , 15.0 , 15.4 , 9.0 , 30.0 , 39.1 , 44.2 ,$18.71,$30.29,$56.50,"$107,180.38",$0.00,$0.84,$2.26,"$2,955.60",$19.70,$31.50,$56.75,"$111,436.29",0.0020%,4.9%,47.1%,45.6%,2.3%,66.6%,33.4%,74.2%,6.9%,8.9%,10.0%
2018,Drug, 12 ,LIDOCAINE HCL (BULK),Miscellaneous Products,Commercial, 12 ,$349.14,$29.10,$29.10,$2.18,$0.13, 12 ,2.9%," 1,356 "," 1,163 "," 1,001 ", 801 ," 1,245 "," 1,378 ", 559 , 12.0 , 13.3 , 8.8 , 225.0 , 224.2 , 145.4 ,$0.00,$3.11,$6.89,$37.30,$17.79,$25.99,$28.58,$311.84,$18.93,$29.10,$26.50,$349.14,0.0000%,,,,,,,,,,
2018,Drug, 176 ,LIDOCAINE HCL (LOCAL ANESTH.),Analgesics and Anesthetics,Commercial, 123 ,"$1,269.58",$10.32,$7.21,$0.67,$0.21, 176 ,30.8%," 1,303 "," 1,314 "," 1,282 "," 1,087 "," 1,158 "," 1,011 ", 69 , 2.0 , 10.8 , 18.0 , 20.0 , 34.9 , 42.7 ,$3.31,$3.52,$3.13,$619.84,$0.00,$1.59,$2.94,$279.71,$5.70,$7.21,$5.42,"$1,269.58",0.0000%,,,,,58.5%,41.5%,54.0%,9.7%,14.2%,22.2%
2018,Drug," 1,459 ",LIDOCAINE HCL (LOCAL ANESTH.),Analgesics and Anesthetics,Medicare," 1,049 ","$9,595.68",$9.15,$6.58,$1.84,$0.19," 1,459 ",9.5%," 1,063 "," 1,254 "," 1,186 ", 754 ," 1,063 ", 593 , 201 , 1.0 , 3.6 , 6.8 , 20.0 , 33.9 , 190.9 ,$4.38,$4.52,$4.35,"$6,598.50",$0.00,$1.74,$3.12,"$2,537.22",$5.83,$6.58,$5.20,"$9,595.68",0.0002%,0.0%,1.0%,6.8%,92.3%,63.2%,36.8%,42.8%,11.3%,14.7%,31.2%
2018,Drug, 112 ,LIDOCAINE HCL (LOCAL ANESTH.),Analgesics and Anesthetics,Minnesota Health Care Programs, 86 ,$663.88,$7.72,$5.93,$1.00,$0.34, 112 ,-51.8%," 1,164 "," 1,190 "," 1,133 ", 819 , 885 , 991 ," 1,150 ", 1.0 , 5.9 , 9.9 , 10.0 , 17.3 , 17.0 ,$5.53,$5.71,$2.80,$639.02,$0.00,$0.13,$0.62,$14.00,$5.53,$5.93,$3.05,$663.88,0.0000%,,,,,22.3%,77.7%,,,,
2018,Drug," 9,945 ","LIDOCAINE HCL (MOUTH,THROAT)",Topical Products,Commercial," 8,636 ","$131,362.89",$15.21,$13.21,$1.87,$0.07," 9,945 ",4.8%, 728 ," 1,261 "," 1,174 ", 837 ," 1,306 ", 270 , 486 , 5.0 , 7.1 , 7.3 , 100.0 , 178.2 , 148.8 ,$0.00,$5.14,$9.65,"$51,111.04",$8.00,$8.00,$6.64,"$79,523.44",$10.60,$13.21,$10.33,"$131,362.89",0.0024%,13.6%,46.1%,33.1%,7.1%,62.8%,37.2%,70.9%,12.7%,7.2%,9.2%
2018,Drug," 7,622 ","LIDOCAINE HCL (MOUTH,THROAT)",Topical Products,Medicare," 4,334 ","$130,733.90",$30.16,$17.15,$1.92,$0.07," 7,622 ",2.5%, 690 ," 1,104 "," 1,031 ", 739 ," 1,208 ", 307 , 498 , 6.0 , 8.9 , 8.2 , 200.0 , 249.2 , 594.3 ,$7.56,$11.12,$16.82,"$84,783.54",$3.35,$5.92,$8.15,"$45,146.70",$11.54,$17.15,$18.42,"$130,733.90",0.0024%,0.0%,5.8%,22.9%,71.3%,65.1%,34.9%,57.3%,11.6%,12.3%,18.8%
2018,Drug," 8,409 ","LIDOCAINE HCL (MOUTH,THROAT)",Topical Products,Minnesota Health Care Programs," 6,915 ","$130,472.99",$18.87,$15.52,$1.93,$0.10," 8,409 ",5.7%, 534 ," 1,067 ", 896 , 661 ," 1,115 ", 255 , 407 , 5.0 , 8.0 , 7.2 , 100.0 , 161.1 , 336.0 ,$10.99,$14.65,$19.93,"$123,218.50",$0.00,$0.71,$1.59,"$5,990.60",$11.99,$15.52,$20.28,"$130,472.99",0.0024%,23.0%,47.2%,28.5%,1.3%,65.5%,34.5%,64.9%,8.4%,12.2%,14.5%
2018,Drug, 38 ,"LIDOCAINE,HYDROCORTISONE ACETATE (RECTAL)",Topical Products,Commercial, 29 ,"$1,804.60",$62.23,$47.49,$3.32,$1.41, 38 ,-16.7%," 1,284 "," 1,020 ", 869 , 702 , 762 ," 1,295 "," 1,176 ", 10.0 , 14.3 , 8.1 , 28.0 , 33.6 , 18.4 ,$18.77,$25.58,$31.88,$972.16,$17.12,$21.91,$15.01,$832.44,$41.71,$47.49,$23.90,"$1,804.60",0.0000%,,,,,63.2%,36.8%,,,,
2018,Drug, 41 ,"LIDOCAINE,HYDROCORTISONE ACETATE (RECTAL)",Topical Products,Minnesota Health Care Programs, 32 ,"$2,147.12",$67.10,$52.37,$3.85,$1.35, 41 ,-3.2%," 1,116 ", 787 , 603 , 525 , 600 ," 1,141 ", 740 , 14.0 , 13.6 , 7.9 , 28.0 , 38.7 , 24.5 ,$42.88,$50.93,$22.63,"$2,088.33",$0.00,$0.80,$1.78,$33.00,$43.76,$52.37,$22.88,"$2,147.12",0.0000%,,,,,70.7%,29.3%,,,,
